,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,average_heartrate,average_cadence,elev_high,elev_low,gear_id
558,6199326949,Afternoon Walk,2021-11-01T17:55:17Z,Hike,1628.6,1638,2116,7.4,[],88.5,54.5,1282.4,1272.8,g7776293
559,6196763842,Morning Run,2021-11-01T06:23:59Z,Run,8660.7,3067,3101,325.0,"[40.8206934761256, -111.90362851135433]",155.3,88.9,1863.2,1568.2,g9105900
560,6194808751,Afternoon Walk ,2021-10-31T17:36:30Z,Hike,1988.8,1735,1735,2.6,"[40.793689, -111.934578]",109.1,54.0,1282.4,1276.0,g4784620
561,6193777727,Morning Hike,2021-10-31T09:06:55Z,Hike,8282.1,6037,6114,210.0,"[40.699665, -111.718268]",77.8,57.8,2019.4,1832.0,g8687054
562,6192487836,Morning Activity,2021-10-31T07:26:04Z,Workout,0.0,2156,2156,0,[],104.7,,1327.2,1291.2,
563,6188402685,Morning Run,2021-10-30T08:08:06Z,Run,21154.5,9417,10069,767.0,"[40.83514245226979, -111.87030265107751]",150.3,81.4,2190.8,1721.8,g9105900
564,6188399620,Afternoon Walk,2021-10-29T17:32:49Z,Hike,1958.8,1490,1490,2.4,"[40.793738, -111.934576]",68.7,57.3,1282.4,1280.0,g7776293
565,6180989171,Afternoon Walk,2021-10-28T17:36:21Z,Hike,1122.2,982,1000,2.4,"[40.793709, -111.934613]",101.6,54.6,1282.4,1276.0,g7776293
566,6178569559,Morning Run,2021-10-28T05:59:50Z,Run,11684.5,4936,5072,405.0,"[40.77964100986719, -111.88555369153619]",148.2,83.6,1686.6,1337.4,g9105900
567,6173520253,Morning Run,2021-10-27T05:00:21Z,Run,10346.4,3565,3592,331.0,"[40.77964687719941, -111.88549577258527]",156.6,90.5,1674.0,1359.6,g8687054
568,6171638937,Afternoon Walk ,2021-10-26T17:21:05Z,Hike,2240.2,1888,1930,74.6,"[40.7938, -111.934666]",101.8,53.3,1283.6,1268.0,g7776293
569,6164346706,Morning Activity,2021-10-25T06:32:22Z,Workout,0.0,3015,3015,0,[],104.7,,1304.2,1239.6,
570,6161087122,Morning Run,2021-10-24T07:48:55Z,Run,16199.8,8069,8353,847.0,"[40.779901184141636, -111.88556224107742]",150.4,79.6,1862.4,1359.4,g9105900
571,6156060687,Morning Run,2021-10-23T10:59:36Z,Run,7345.6,2973,3012,333.0,"[40.83532107062638, -111.87055645510554]",136.8,82.6,2023.2,1778.0,g8687054
572,6149948583,Morning Run,2021-10-22T06:45:39Z,Run,6606.5,2743,2834,270.0,"[40.762572353705764, -111.82434484362602]",150.5,87.3,1704.4,1510.2,g9105900
573,6145435071,Morning Run,2021-10-21T05:59:28Z,Run,9589.0,3889,3921,307.0,"[40.77959859743714, -111.88554204069078]",159.3,86.3,1631.4,1355.6,g9105900
574,6135957666,Morning Activity,2021-10-19T06:41:29Z,Workout,0.0,3516,3516,0,[],101.6,,1245.2,1245.2,
575,6131186091,Morning Run,2021-10-18T06:08:41Z,Run,12291.9,4416,4438,241.0,"[40.82619, -111.896542]",156.2,87.3,1797.6,1576.6,g9105900
576,6128702626,Lunch Hike,2021-10-17T12:26:17Z,Hike,6159.5,5393,5664,364.6,"[40.781343, -111.842971]",92.3,55.4,1915.2,1566.2,g8687054
577,6122255140,Morning Hike,2021-10-16T09:13:28Z,Hike,5113.5,4194,4356,233.0,"[40.785541, -111.852554]",85.2,55.6,1794.4,1594.8,g8687054
578,6121276062,Morning Activity,2021-10-16T06:53:55Z,Workout,0.0,2991,2991,0,[],79.3,,1270.6,1270.6,
579,6116419335,Morning Run,2021-10-15T06:03:20Z,Run,13545.4,5347,5542,425.0,"[40.779775, -111.885389]",149.4,87.4,1699.6,1335.4,g8687054
580,6106805804,Morning Activity,2021-10-13T06:11:04Z,Workout,0.0,1941,1941,0,[],83.3,,1260.2,1260.2,
581,6099106727,Afternoon Walk,2021-10-11T13:37:25Z,Hike,3157.5,3278,3404,11.4,"[40.79377, -111.934637]",94.6,53.3,1286.4,1276.6,g7776293
582,6098366416,Morning Run,2021-10-11T10:01:45Z,Run,13314.6,5684,5974,590.0,"[40.746384, -111.573414]",149.7,85.6,2422.2,1952.8,g9105900
583,6095339756,Lunch walk,2021-10-10T11:06:53Z,Hike,2309.0,1963,2046,61.2,"[40.453983, -106.917074]",92.5,56.8,2121.4,2082.8,g7776293
584,6089361291,Afternoon Walk,2021-10-09T15:40:56Z,Hike,2193.7,1990,2009,30.8,"[39.494246, -106.068222]",93.2,53.3,3054.8,3029.4,g7776293
585,6087896038,Morning Run,2021-10-09T07:54:48Z,Run,15017.5,5817,6000,444.0,"[39.507013, -106.064433]",150.5,86.2,3214.4,2924.8,g9105900
586,6083635648,Lunch Hike ,2021-10-08T12:51:32Z,Hike,3839.5,3924,4147,148.0,"[39.462711, -106.020838]",104.6,52.7,3270.8,3159.2,g9105900
587,6082498957,Morning Run,2021-10-08T08:34:46Z,Run,7496.0,3248,3443,221.0,"[39.494234, -106.067618]",142.9,80.4,3240.6,3051.4,g9105900
588,6067126716,Morning Run,2021-10-05T06:20:40Z,Run,11612.8,4621,4689,459.0,"[40.846534, -111.853919]",152.2,87.0,2155.0,1685.4,g9105900
589,6064532766,Afternoon Run,2021-10-04T16:08:06Z,Run,7474.8,2575,2600,244.0,"[40.78558, -111.852646]",146.6,87.2,1784.0,1578.8,g9105900
590,6060388451,Afternoon Hike,2021-10-03T14:36:33Z,Hike,1476.5,1271,1841,33.8,"[39.369469, -111.391329]",97.6,53.3,3342.6,3325.8,g7776293
591,6054880944,Morning Hike,2021-10-02T09:13:50Z,Hike,38824.9,23771,24620,137.6,"[37.285171, -112.94782]",106.3,54.1,1788.6,1402.0,g7776298
592,6042690894,Morning Run,2021-09-30T06:31:13Z,Run,7605.7,3231,3266,323.0,"[40.820701, -111.903635]",142.6,79.5,1866.4,1569.6,g9105900
593,6014492527,Bear 50,2021-09-24T06:00:02Z,Run,82326.9,39179,41916,3662.6,"[41.873184, -111.620785]",,74.2,2642.0,1486.8,g9105900
594,5998258381,Afternoon Run,2021-09-21T14:55:59Z,Run,7814.4,2924,3770,195.0,"[40.761819, -111.823827]",149.6,87.4,1604.8,1525.6,g8687054
595,5987563410,Lunch Hike ,2021-09-19T11:33:51Z,Hike,4380.7,3715,3982,260.6,"[40.613269, -111.570997]",93.9,56.4,2987.2,2771.6,g7776293
596,5987246353,Morning Run,2021-09-19T10:23:51Z,Run,9670.9,3643,3850,298.0,"[40.614314, -111.569673]",147.7,84.6,2990.4,2770.6,g9105900
597,5981629193,Lunch Run,2021-09-18T11:00:36Z,Run,12206.8,5652,5847,544.0,"[40.828114, -111.653525]",136.5,75.0,2512.6,2076.8,g8687054
598,5974901577,Morning Run,2021-09-17T05:50:01Z,Run,18679.5,7916,8350,723.0,"[40.684615, -111.64672]",143.9,80.9,2868.8,2290.0,g9105900
599,5972003714,Afternoon Run,2021-09-16T15:44:44Z,Run,7404.1,2804,2868,270.0,"[40.785494, -111.852674]",138.8,85.0,1704.4,1595.2,g8687054
600,5966497363,Afternoon Run,2021-09-15T13:57:18Z,Run,9773.7,3685,4171,349.0,"[40.769835, -111.832974]",143.4,83.8,1699.6,1492.2,g8687060
601,5958766723,Morning Run,2021-09-14T05:54:43Z,Run,12912.6,5061,5182,492.0,"[40.84642, -111.853529]",153.3,86.5,2148.8,1679.4,g8687060
602,5951183428,Afternoon Hike,2021-09-12T13:32:06Z,Hike,9460.0,10464,10770,397.4,"[40.915449, -111.862107]",101.4,51.7,1831.2,1474.2,g8687054
603,5950095526, Morning Run pt. 2,2021-09-12T10:48:38Z,Run,5636.6,2421,2724,19.0,"[40.894317, -111.906201]",132.9,76.8,1297.8,1281.4,g9105900
604,5949723881,Morning Run,2021-09-12T08:59:17Z,Run,15244.3,5301,5316,442.0,"[40.779625, -111.885389]",141.7,88.1,1738.6,1365.4,g9105900
605,5942969944,Morning Run,2021-09-11T07:39:22Z,Run,12989.1,4984,5090,521.0,"[40.846363, -111.853605]",150.6,87.2,2164.0,1690.2,g9105905
606,5937335984,Morning Run,2021-09-10T07:48:38Z,Run,8718.1,2544,2697,7.0,"[40.793869, -111.934713]",131.5,92.8,1282.8,1274.2,g8097916
607,5932629949,Morning Run,2021-09-09T05:26:45Z,Run,33594.8,15553,16357,1591.0,"[40.649565, -111.648013]",128.7,79.5,3000.0,2280.0,g9105900
608,5918218949,Afternoon Hike ,2021-09-06T14:36:26Z,Hike,6712.3,6693,7560,177.6,"[40.66594, -111.104181]",98.1,53.8,2960.8,2860.8,g7776298
609,5915521565,Morning Run,2021-09-06T07:00:39Z,Run,16378.8,6964,7192,793.0,"[40.846344, -111.853538]",126.7,84.1,2438.6,1696.6,g9105900
610,5911508523,Morning Run,2021-09-05T08:57:20Z,Run,14844.8,5279,7362,217.0,"[40.780118, -111.885344]",113.9,89.1,1525.2,1345.6,g8097916
611,5905121360,Morning Run,2021-09-04T08:21:20Z,Run,20002.5,6419,6624,578.0,"[40.820721, -111.903732]",153.6,90.0,1717.4,1490.2,g9105900
612,5898572986,Morning Run,2021-09-03T06:08:07Z,Run,13416.7,5255,5415,495.0,"[40.846418, -111.853631]",164.5,87.6,2145.0,1673.0,g8687060
613,5896081956,Afternoon Run,2021-09-02T16:56:56Z,Run,7138.9,2285,2305,144.0,"[40.789024, -111.870272]",129.5,88.9,1658.4,1547.4,g7776293
614,5887990608,Morning Run,2021-09-01T06:31:56Z,Run,14165.3,5582,5616,451.0,"[40.779628, -111.88551]",138.3,85.9,1726.2,1357.6,g7776293
615,5878439008,Morning Run,2021-08-30T05:23:53Z,Run,48299.2,22825,24731,2490.0,"[40.652975, -111.508782]",133.4,81.4,3009.1,1869.5,g8687060
616,5874591937,Afternoon Hike,2021-08-29T13:40:19Z,Hike,4588.1,6091,8833,185.4,"[40.577172, -111.614611]",94.4,49.8,2997.8,2844.4,g7776293
617,5873757920,Morning Run,2021-08-29T09:44:59Z,Run,11693.1,6928,8260,631.0,"[40.881784, -111.844132]",118.9,70.3,2078.6,1539.4,g7776293
618,5868156237,Morning Run,2021-08-28T10:46:51Z,Run,8328.5,4632,5301,467.0,"[40.740578, -111.617009]",122.7,72.1,2611.4,2253.6,g7776293
619,5863290660,Lunch Run,2021-08-27T12:36:57Z,Run,21563.4,10494,11145,1171.0,"[40.846286, -111.85343]",130.8,81.1,2165.8,1695.6,g8687054
620,5858946686,Afternoon Run,2021-08-26T16:33:56Z,Run,9625.0,3795,3894,189.0,"[40.79201, -111.877913]",132.9,85.4,1598.2,1431.6,g8687060
621,5856257427,Morning Run,2021-08-26T06:07:19Z,Run,8634.9,3727,3770,380.0,"[40.820659, -111.903649]",116.7,80.2,1863.6,1578.4,g7776293
622,5853393928,Afternoon Run,2021-08-25T14:59:13Z,Run,7412.5,2547,3870,16.0,"[40.793776, -111.934435]",124.3,87.9,1291.0,1281.2,g7776293
623,5851001406,Morning Run,2021-08-25T06:06:54Z,Run,16096.6,6293,6382,589.0,"[40.846372, -111.853701]",160.1,86.9,2144.6,1680.2,g8687060
624,5848445048,Evening Hike,2021-08-24T18:10:42Z,Hike,6748.2,5558,5608,285.8,"[40.846388, -111.853804]",99.5,55.0,1981.4,1689.6,g8687054
625,5845791453,Morning Run,2021-08-24T08:26:07Z,Run,18287.3,5721,6032,392.0,"[40.791702, -111.878322]",149.0,93.0,1815.8,1424.6,g8097916
626,5842393445,Afternoon Run,2021-08-23T17:15:25Z,Run,12285.5,3521,3596,12.0,"[40.793796, -111.93445]",143.7,93.3,1285.6,1280.2,g8097916
627,5836178959,Morning Run,2021-08-22T10:35:55Z,Run,10742.4,3751,4357,134.0,"[40.678427, -111.525318]",126.4,91.4,2112.4,2031.0,g8097916
628,5831153387,Afternoon Run,2021-08-21T13:28:10Z,Run,12747.6,5579,6035,313.0,"[40.815681, -111.584949]",129.0,71.7,2147.6,1839.2,g8687054
629,5830038015,Morning Activity,2021-08-21T10:15:04Z,Workout,0.0,1765,1765,0,[],97.2,,1268.0,1260.4,
630,5823427117,Night Run,2021-08-20T03:00:22Z,Run,31485.8,14176,15472,1483.0,"[40.779573, -111.885525]",142.4,81.1,1912.4,1361.2,g8687060
631,5813713753,Morning Run,2021-08-18T08:42:30Z,Run,11267.8,4241,4287,461.0,"[40.846385, -111.85376]",154.7,87.5,2150.4,1674.4,g8687054
632,5801982289,Morning Activity,2021-08-16T06:52:55Z,Workout,0.0,3867,3867,0,[],97.1,,1357.4,1347.0,
633,5799045474,Lunch Run,2021-08-15T11:36:39Z,Run,8715.1,4431,5173,357.0,"[37.611964, -112.837381]",126.5,72.4,3104.2,2862.0,g8687060
634,5791484711,Morning Run,2021-08-14T07:25:26Z,Run,9881.5,3225,3372,177.0,"[37.143415, -113.487218]",158.7,89.5,1048.2,951.4,g8097916
635,5787887002,Afternoon Run,2021-08-13T14:24:42Z,Run,10473.3,3742,3763,328.0,"[40.785532, -111.852566]",151.3,85.8,1783.2,1584.0,g8687054
636,5781931659,Morning Run,2021-08-12T05:07:44Z,Run,34314.6,18058,19237,2073.0,"[40.699826, -111.71785]",135.4,78.2,2774.0,1804.0,g8687060
637,5775449035,Morning Run,2021-08-11T07:34:19Z,Run,9752.1,3056,3157,142.0,"[40.78006, -111.885323]",125.8,92.0,1517.8,1382.0,g8097916
638,5769387626,Morning Run,2021-08-10T06:07:26Z,Run,13607.4,5331,5484,527.0,"[40.846285, -111.85337]",139.4,86.5,2152.0,1683.4,g8687060
639,5759732819,HIIT ,2021-08-08T09:03:09Z,Workout,0.0,4255,4255,0,[],99.3,,1303.4,1297.2,
640,5759217108,Morning Hike,2021-08-08T07:45:57Z,Hike,3297.4,2647,2794,74.6,"[40.820661, -111.903696]",81.5,55.1,1653.2,1584.2,g8687060
641,5748444352,Morning Run,2021-08-06T08:32:42Z,Run,5320.9,1564,1590,0.0,"[40.793802, -111.934721]",128.5,93.5,1282.4,1276.2,g8097916
642,5748303337,Morning Run,2021-08-06T07:24:01Z,Run,11411.2,3205,3212,6.0,"[40.793715, -111.93459]",128.5,90.7,1282.4,1275.6,g8097916
643,5743281690,Morning Run,2021-08-05T06:28:27Z,Run,19510.3,7201,7339,560.0,"[40.863766, -111.836835]",124.8,86.7,2151.2,1609.0,g7776293
644,5737899734,Morning Run,2021-08-04T07:20:06Z,Run,16124.8,5347,5460,326.0,"[40.792218, -111.877748]",124.3,91.9,1744.6,1422.8,g8097916
645,5734991893,Afternoon Run,2021-08-03T16:39:04Z,Run,16191.0,5274,5285,449.0,"[40.864955, -111.838491]",152.8,88.4,2008.0,1578.0,g7776293
646,5729346163,Evening Activity,2021-08-02T18:03:34Z,Workout,0.0,2446,2446,0,[],104.0,,1304.6,1215.6,
647,5726435268,Morning Run,2021-08-02T05:47:52Z,Run,16465.0,6498,6707,615.0,"[40.846416, -111.853568]",130.0,87.0,2151.4,1678.2,g8687054
648,5723074147,Morning Run,2021-08-01T09:54:41Z,Run,13801.3,4988,7817,58.0,"[40.658486, -111.843925]",110.6,88.0,1353.8,1331.4,g8097916
649,5717128789,Morning Run,2021-07-31T06:06:40Z,Run,35418.8,15231,15777,1572.7,"[40.700082, -111.716276]",138.0,80.5,2942.7,1841.4,g8687060
650,5706237090,Morning Run,2021-07-29T06:02:27Z,Run,16360.1,8378,8739,1009.0,"[40.699856, -111.716227]",145.8,77.5,2546.2,1814.4,g8687060
651,5695102633,Morning Run,2021-07-27T05:57:21Z,Run,11985.0,4201,4242,360.0,"[40.779658, -111.885561]",136.0,88.0,1683.8,1364.8,g8687060
652,5687547266,Lunch Run,2021-07-25T11:41:03Z,Run,16147.9,8086,9884,580.0,"[44.200281, -115.011447]",133.9,72.5,2565.0,2054.2,g8687060
653,5687545621,Afternoon Run,2021-07-24T15:20:27Z,Run,9771.3,4224,4981,298.0,"[44.046692, -114.658017]",147.4,80.6,2904.4,2667.8,g8687054
654,5668841391,Morning Run,2021-07-22T06:01:19Z,Run,16216.9,6170,6382,589.0,"[40.846369, -111.853217]",151.4,86.8,2144.8,1685.4,g8687060
655,5662974705,Morning Run,2021-07-21T05:41:44Z,Run,8245.6,2353,2353,6.0,"[40.793691, -111.934422]",128.5,88.8,1282.8,1273.2,g8097916
656,5657692801,Morning Run,2021-07-19T06:00:39Z,Run,11153.6,4566,4708,347.0,"[40.779677, -111.885653]",124.7,86.0,1668.8,1364.2,g8687060
657,5657691111,Afternoon Run,2021-07-18T13:58:40Z,Run,12940.0,6318,6801,355.0,"[40.72158, -110.866971]",145.3,75.1,3163.4,3032.8,g8687054
658,5643976794,Lunch Run,2021-07-17T12:52:37Z,Run,15813.7,8971,11272,1088.0,"[41.382905, -111.919859]",116.7,73.0,2949.2,1881.4,g8687054
659,5638614523,Afternoon Hike,2021-07-16T13:03:01Z,Hike,11724.9,11329,12887,525.4,"[40.591232, -111.628121]",100.6,54.3,3070.0,2631.4,g8687054
660,5636500654,Morning Run,2021-07-16T06:20:08Z,Run,11339.0,4243,4324,446.0,"[40.846292, -111.853388]",149.5,88.0,2142.0,1684.6,g7776293
661,5633749717,Lunch Hike,2021-07-15T12:45:28Z,Hike,8354.9,7664,8051,306.2,"[40.684549, -111.646805]",106.1,55.6,2583.2,2299.4,g7776293
662,5631346039,Morning Run,2021-07-15T06:02:49Z,Run,11437.1,4302,4343,445.0,"[40.846341, -111.853522]",129.1,87.3,2141.8,1693.6,g7776293
663,5620727809,Morning Run,2021-07-13T06:29:41Z,Run,9832.5,3164,3164,208.0,"[40.753386, -111.824381]",132.0,88.6,1578.8,1466.0,g7776293
664,5615930152,Afternoon Hike,2021-07-09T14:17:46Z,Hike,5128.9,4930,5351,40.2,"[40.044369, -124.077454]",101.0,51.7,25.2,-6.6,g7776293
665,5615928515,Morning Hike,2021-07-09T10:24:57Z,Hike,5957.3,5931,5952,392.0,"[40.174229, -124.111472]",108.2,54.3,1034.2,672.0,g7776293
666,5600245875,Morning Run,2021-07-09T06:00:37Z,Run,18334.5,8208,9102,956.0,"[40.137507, -124.091323]",142.1,83.4,1223.4,782.8,g8687054
667,5596711806,Lunch Run,2021-07-08T12:16:55Z,Hike,2420.5,2868,3458,13.0,"[41.163675, -124.131157]",78.1,49.8,-1.8,-14.6,g7776293
668,5596711185,Morning Hike,2021-07-08T07:43:01Z,Hike,8728.7,7348,7435,210.6,"[41.307521, -124.056847]",77.7,53.7,94.2,4.4,g7776293
669,5591533057,Lunch Hike,2021-07-07T11:54:20Z,Hike,3230.0,3225,4454,53.6,"[42.068113, -124.314065]",75.1,51.2,7.4,-12.2,g7776293
670,5591530591,Morning Run,2021-07-07T06:48:38Z,Run,9702.1,3588,3911,320.0,"[42.040658, -124.129383]",151.6,86.8,500.0,271.4,g7776293
671,5586351912,Lunch Hike,2021-07-06T11:22:16Z,Hike,6406.2,6444,7814,314.2,"[42.328897, -124.425765]",68.1,53.5,207.4,-4.4,g7776293
672,5581238044,Lunch Walk ,2021-07-05T12:29:02Z,Hike,5838.0,6550,7376,168.8,"[43.105191, -124.434071]",85.6,52.3,12.2,-26.6,g8687054
673,5579196691,Morning Run,2021-07-05T07:20:09Z,Run,12995.2,3767,3821,358.0,"[43.581894, -124.047661]",146.7,91.8,458.2,325.6,g8687060
674,5575720912,Morning Run,2021-07-04T09:21:49Z,Run,19901.4,7978,8572,628.0,"[43.32922, -122.202692]",129.6,86.0,1280.0,984.0,g8687060
675,5571127364,Afternoon Hike ,2021-07-03T17:24:26Z,Hike,5969.4,5054,5090,210.8,"[43.341086, -122.231761]",75.5,54.9,1302.0,1094.2,g8687054
676,5569931904,Morning Run,2021-07-03T05:54:21Z,Run,18966.7,8375,9256,822.0,"[44.429213, -120.336391]",131.7,80.2,2055.0,1649.6,g8687060
677,5569923681,Afternoon Run,2021-07-02T16:20:32Z,Run,9805.5,3573,3729,278.0,"[44.429152, -120.33627]",130.7,86.1,1760.8,1587.6,g7776293
678,5552887739,Morning Run,2021-06-30T05:54:41Z,Run,12987.4,4646,4762,493.0,"[40.846367, -111.853817]",123.4,87.3,2148.2,1685.0,g8687060
679,5547777488,Morning Run,2021-06-29T06:00:09Z,Run,13210.3,4618,4724,391.0,"[40.779748, -111.885504]",147.4,87.9,1688.4,1342.6,g8687060
680,5542807077,Morning Run,2021-06-28T06:07:29Z,Run,16132.3,4467,4536,272.0,"[40.780032, -111.885449]",154.2,91.0,1638.6,1382.4,g8097916
681,5540672210,Afternoon Run,2021-06-27T14:28:25Z,Run,15167.9,8394,9353,528.0,"[41.963559, -111.531185]",98.9,67.5,2516.6,2127.2,g8687054
682,5539532357,Afternoon Run,2021-06-26T15:50:37Z,Run,17126.6,6259,6515,398.0,"[42.033677, -111.534168]",150.4,84.0,2668.4,2377.6,g8687054
683,5528861529,Afternoon Run,2021-06-25T15:24:54Z,Run,7869.4,2780,2802,289.0,"[40.790885, -111.863428]",149.6,86.4,1830.8,1599.2,g8097916
684,5522299146,Morning Hike ,2021-06-24T09:16:28Z,Hike,1659.4,1297,1355,46.0,"[40.82064, -111.903674]",107.2,56.1,1627.4,1578.2,g8687060
685,5522085203,Morning Run,2021-06-24T05:34:23Z,Run,32211.8,11273,11888,765.0,"[40.779688, -111.885458]",158.9,85.5,1736.4,1328.0,g8687060
686,5519569457,Evening Hike ,2021-06-23T18:46:55Z,Hike,3512.1,2926,3076,105.8,"[40.712208, -111.558925]",87.8,55.0,2156.2,2094.8,g7776298
687,5516815179,Morning Run,2021-06-23T07:26:09Z,Run,9723.5,3675,3851,338.0,"[40.841766, -111.833023]",150.2,86.7,2150.0,1862.8,g7776293
688,5514422865,Evening Hike ,2021-06-22T19:50:59Z,Hike,6396.1,4869,4930,232.6,"[40.591893, -111.631839]",84.3,56.9,2862.4,2636.8,g7776298
689,5510948478,Morning Run,2021-06-22T05:53:27Z,Run,16161.4,6189,6420,625.0,"[40.846373, -111.853813]",157.5,85.7,2159.6,1685.8,g8687060
690,5503834748,Lunch Hike ,2021-06-20T12:11:32Z,Hike,9143.9,9566,10673,308.7,"[40.735376, -110.867402]",95.3,53.1,3319.6,3069.8,g7776298
691,5500955309,Morning Run,2021-06-20T06:13:24Z,Run,11624.1,3928,4097,442.0,"[40.846319, -111.853576]",131.3,88.9,2139.6,1685.0,g8687054
692,5497010701,Morning Run,2021-06-19T09:40:23Z,Run,16011.8,8593,9930,859.0,"[40.642626, -111.635913]",123.2,71.5,3046.4,2264.0,g7776293
693,5492649193,Afternoon Hike,2021-06-18T14:17:31Z,Hike,8792.4,8032,8995,169.8,"[40.681631, -110.96335]",83.3,54.2,3198.0,3051.4,g7776298
694,5490761223,Morning Run,2021-06-18T07:06:19Z,Run,20123.1,7170,7856,577.0,"[40.86506, -111.838803]",154.2,88.6,2134.4,1574.2,g7776293
695,5486372937,Morning Run,2021-06-17T09:39:38Z,Run,13553.8,7363,7907,727.6,"[40.59169, -111.631978]",118.9,68.0,3106.1,2643.3,g7776293
696,5479486688,Morning Run,2021-06-16T05:52:35Z,Run,8195.1,3398,3617,336.0,"[40.846315, -111.853652]",157.6,86.1,2032.0,1680.0,g7776293
697,5474225675,Morning Run,2021-06-15T06:24:20Z,Run,21437.2,8717,9335,909.0,"[40.649691, -111.648135]",146.9,80.2,2916.6,2239.6,g8097916
698,5465995429,Afternoon Run,2021-06-13T16:57:02Z,Run,3996.0,1064,1067,8.0,"[40.793811, -111.934506]",141.8,90.2,1289.8,1282.4,g7776296
699,5464933693,Morning Hike,2021-06-13T10:47:17Z,Hike,5125.5,4208,4340,200.2,"[40.624862, -111.600645]",69.3,56.3,2619.4,2449.0,g8097916
700,5463570877,Morning Run,2021-06-13T06:29:06Z,Run,19328.4,6814,7108,469.0,"[40.779539, -111.885569]",152.6,88.8,1588.4,1336.0,g8097916
701,5459568690,Lunch Hike ,2021-06-12T11:41:39Z,Hike,11763.9,10612,11104,522.4,"[40.404402, -111.600202]",81.9,55.8,2588.4,2115.0,g7776293
702,5453640600,Afternoon Run,2021-06-11T13:47:54Z,Run,13040.4,5178,5436,559.0,"[40.746241, -111.573384]",156.7,87.6,2396.2,1940.0,g8097916
703,5449165560,Afternoon Run,2021-06-10T16:01:03Z,Run,13309.2,5061,5123,394.0,"[40.779691, -111.885534]",152.9,86.0,1690.2,1332.4,g7776293
704,5444358303,Night Run,2021-06-09T21:41:30Z,Run,7894.8,3052,3085,234.0,"[40.779528, -111.885426]",124.9,84.9,1558.2,1364.0,g7776293
705,5438346478,Baby hike,2021-06-08T17:35:17Z,Hike,5114.9,4439,5205,217.6,"[40.699961, -111.717899]",70.1,56.8,2030.6,1836.4,g7776298
706,5435278458,Morning Run,2021-06-08T06:48:45Z,Run,19929.8,7590,7703,852.0,"[40.649563, -111.648133]",151.8,85.3,2974.6,2278.4,g8097916
707,5426578401,Afternoon Hike,2021-06-06T13:29:50Z,Hike,7190.8,6163,6471,449.4,"[40.721292, -111.657978]",105.8,57.4,2489.8,2049.8,g7776293
708,5425084871,Morning Run,2021-06-06T07:35:31Z,Run,15274.3,7692,8090,1108.9,"[40.699872, -111.718164]",132.8,71.4,2544.1,1810.9,g7776293
709,5420476932,Afternoon Run,2021-06-05T13:33:34Z,Run,11449.3,6416,8381,384.0,"[40.739666, -111.093396]",130.1,67.9,2668.2,2384.0,g7776298
710,5412369678,Morning Run,2021-06-04T06:44:55Z,Run,14722.9,7343,7650,889.0,"[40.697338, -111.739984]",137.8,76.4,2650.4,1755.2,g7776293
711,5409163350,Afternoon Run,2021-06-03T15:19:41Z,Run,8203.4,2859,2915,258.0,"[40.785524, -111.85251]",142.2,88.4,1784.6,1585.6,g7776296
712,5400772654,Morning Run,2021-06-02T06:46:07Z,Run,16102.3,5815,5890,595.0,"[40.84637, -111.853791]",158.0,88.9,2147.4,1685.4,g7776293
713,5390976187,Lunch Run,2021-05-31T12:30:02Z,Run,8391.6,4099,4725,299.0,"[40.077044, -111.115482]",119.7,71.6,2751.0,2446.6,g7776298
714,5384801137,Morning Run,2021-05-30T07:36:05Z,Run,20825.7,9796,10454,998.0,"[40.82788, -111.653906]",143.8,78.3,2600.4,1911.8,g7776298
715,5378161135,Morning Run,2021-05-29T07:02:00Z,Run,20673.3,6997,7147,742.0,"[40.846483, -111.854062]",156.8,89.9,2162.6,1684.4,g7776296
716,5368647453,Lunch Run,2021-05-27T12:29:46Z,Run,19132.8,6214,6253,544.0,"[40.778472, -111.688748]",153.9,88.9,2249.4,1780.0,g8097916
717,5361383156,Morning Run,2021-05-26T07:05:40Z,Run,14763.2,6164,6208,587.0,"[40.77966, -111.88553]",155.3,83.2,1846.4,1352.6,g7776293
718,5350538611,Morning Run,2021-05-24T07:33:02Z,Run,13248.3,4788,4843,442.0,"[40.779782, -111.885419]",163.3,89.0,1743.0,1353.6,g7776293
719,5347105095,Lunch Run,2021-05-23T11:47:30Z,Run,11395.9,4919,5065,478.0,"[40.846305, -111.853379]",133.6,82.3,2174.4,1695.6,g7776298
720,5341761388,Afternoon Walk ,2021-05-22T17:25:33Z,Hike,4118.7,3602,3861,189.8,"[40.820662, -111.903657]",80.8,54.7,1721.2,1582.2,g7776298
721,5340504170,Morning Run,2021-05-22T08:52:28Z,Run,28338.3,10196,10533,737.0,"[40.48845, -111.856006]",154.7,86.4,2034.2,1628.8,g7776293
722,5329262747,Morning Run,2021-05-20T07:20:25Z,Run,20565.4,7977,8274,808.0,"[40.846286, -111.853279]",153.4,86.9,2163.0,1684.6,g8097916
723,5326532038,Evening Run,2021-05-19T18:35:50Z,Run,4925.3,2067,2145,154.0,"[40.826225, -111.896349]",143.3,82.8,1691.8,1585.0,g7776293
724,5323500664,Morning Run,2021-05-19T07:25:13Z,Run,12702.5,4740,4923,541.0,"[40.846334, -111.853602]",146.7,87.2,2228.6,1687.6,g7776296
